feature,importance
delivery_efficiency,0.5033910556062995
delivery_days,0.15356198718334857
freight_value,0.08249152854377316
freight_ratio,0.07589127734454061
price,0.06506931352269074
category_encoded,0.04929461084766227
products_in_order,0.03550123411029277
state_encoded,0.033048194475819505
high_value_order,0.001259293348046714
is_delayed,0.0004915050175262618
